coral,tank,treat,pco2,temp,T0_T90,reef,species,fpco2,ftemp,colony,SA,den,pro,chla,sum_bw5,red_bw1,green_bw1,blue_bw1,sum_bw1,red_bw2,green_bw2,blue_bw2,sum_bw2,red_bw3,green_bw3,blue_bw3,sum_bw3,red_bw4,green_bw4,blue_bw4,sum_bw4,red_bw5,green_bw5,blue_bw5,rate,carb,lipid
CFAA1,280_31_1,311_31,311,31,T90,F,A,280,31,AA_F,10.547,5524414.525,0.45,229.7216,125.9,113.9,79.7,16.2,209.8,118.2,90,16.6,224.8,98.1,62.5,12.5,173.1,144.8,110.3,28.4,283.5,69.2,52.3,4.4,0.333,1.186056193,0.283302893
CFAA14,400_28_1,447_28,447,28,T90,F,A,400,28,AA_F,10.418,7570308.751,0.197,114.8608,266.4,NA,NA,NA,NA,93.8,51.2,18.3,163.3,92,59,28,179,100.4,65.4,28.4,194.2,137.5,93.3,35.6,0.079,0.637811624,0.05856389
CFAA15,400_28,447_28,447,28,T0,F,A,T0,T0,AA_F,12.00066667,1487617.355,0.266,14.37952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.940276095,0.118991902
CFAA2,280_28_1,288_28,288,28,T90,F,A,280,28,AA_F,8.63,2911506.818,0.116,18.93888,349.5,122.9,88.1,4.2,445.2,122.4,92,41.8,256.2,129.8,88,25.1,242.9,131.5,89.9,34,255.4,166.2,126.4,56.9,-0.148,0.546623836,0.191900028
CFAA6,700_28_1,673_28,673,28,T90,F,A,700,28,AA_F,12.19,1706253.931,0.234,19.11424,431.4,145.5,103.1,9.7,258.3,145.1,109,42,296.1,167.5,123.7,57,348.2,185.1,143,89.2,417.3,193.9,159.5,78,-0.255,0.358909847,0.053960868
CFAA8,2800_28_1,3285_28,3285,28,T90,F,A,2800,28,AA_F,11.967,5384362.553,0.351,84.69888,362.1,124.4,88.2,12,224.6,120.1,87.7,33.1,240.9,129.4,96.2,37.2,262.8,139.6,99.2,49.3,288.1,173.1,135.6,53.4,-0.739,1.364423881,0.213038798
CFAB11,700_28_1,673_28,673,28,T90,F,A,700,28,AB_F,10.074,3959796.168,0.095,29.63584,273.6,150.4,115.7,28.3,294.4,122.7,87.9,33.6,244.2,123.3,82.8,28.5,234.6,159.5,122.9,64.8,347.2,136.2,98.7,38.7,-0.179,0.283858962,0.081484238
CFAB18,400_28_1,447_28,447,28,T90,F,A,400,28,AB_F,9.132,3133596.145,0.233,56.81664,314.2,NA,NA,NA,NA,92.6,55.4,22.4,170.4,142.7,104.3,36.6,283.6,75.6,45.6,18.3,139.5,149.4,107.5,57.3,0.634,0.880658753,0.063166109
CFAB19,400_28,447_28,447,28,T0,F,A,T0,T0,AB_F,11.39933333,2148283.525,0.175,79.08736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.991084967,0.151255284
CFAB2,280_28_1,288_28,288,28,T90,F,A,280,28,AB_F,10.698,7071070.26,0.561,122.40128,214.4,131.5,96.6,13.4,241.5,100.5,68.8,19.4,188.7,94.5,60.9,13.3,168.7,68.2,41.3,17.1,126.6,120,76.2,18.2,-0.018,1.14989455,0.203539008
CFAB3,400_31_1,405_31,405,31,T90,F,A,400,31,AB_F,11.497,NA,0.043,41.2096,192.3,162.8,131.3,37.6,331.7,133,103.1,25.5,261.6,133.5,101.8,33.2,268.5,143.5,133.4,72.5,349.4,88.1,76.4,27.8,-0.319,0.329042058,0.159124026
CFAB5,700_31_1,701_31,701,31,T90,F,A,700,31,AB_F,11.136,NA,0.12,108.19712,407.8,144.5,107.6,24.6,276.7,123.3,89.9,31.1,244.3,158.4,115.4,46.6,320.4,210.6,184.2,122.5,517.3,175.7,148.6,83.5,-0.553,0.40994543,0.147105335
CFAB8,2800_28_1,3285_28,3285,28,T90,F,A,2800,28,AB_F,9.958,5362878.661,0.13,28.23296,437.8,160.9,124.6,28.4,313.9,104.3,67.6,26.8,198.7,123.3,86.4,39.5,249.2,156.9,118.9,56.8,332.6,187.8,157.7,92.3,-0.368,0.504552339,0.064006203
CFAC1,280_31_2,311_31,311,31,T90,F,A,280,31,AC_F,8.561,7818658.942,0.17,120.82304,192.3,91.7,56.1,11.4,159.2,138.1,103.7,29.4,271.2,121.9,86.6,20,228.5,141.3,117.4,47.2,305.9,94.9,77.2,20.2,0.268,0.402282024,0.137282051
CFAC12,400_28_2,447_28,447,28,T90,F,A,400,28,AC_F,9.083,9155565.342,0.089,69.2672,341,NA,NA,NA,NA,144.6,103.1,38.2,285.9,100.9,65.2,22.1,188.2,114.5,94.5,30.9,239.9,152.2,127.5,61.3,-0.449,0.371511025,0.121468796
CFAC15,400_28,447_28,447,28,T0,F,A,T0,T0,AC_F,10.686,2708590.679,0.316,47.627776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.642438919,0.100365848
CFAC2,280_28_2,288_28,288,28,T90,F,A,280,28,AC_F,9.69,10127205.81,0.161,90.3104,265.6,104.5,68,2.6,175.1,115.1,84.4,20.4,219.9,96.1,56.8,7.8,160.7,92.2,58.3,11.5,162,145.6,96.1,23.9,0.101,0.8390103,0.18618538
CFAC3,400_31_2,405_31,405,31,T90,F,A,400,31,AC_F,10.757,5945336.226,0.07,51.02976,153.1,118.3,78,14.6,210.9,115.1,84.4,20.4,219.9,146.8,105.4,34.6,286.8,128,111.6,59,298.6,68.3,53.9,30.9,0.104,0.197952583,0.084289501
CFAC5,700_31_2,701_31,701,31,T90,F,A,700,31,AC_F,11.743,1859831.389,0.025,91.36256,329.6,154.5,118.1,36.1,308.7,120.9,91.7,18.3,230.9,156.1,118.9,41,316,210.4,182.5,122.4,515.3,149,113,67.6,0.105,0.184901952,0.148374668
CFAC6,700_28_2,673_28,673,28,T90,F,A,700,28,AC_F,10.222,8725233.157,0.122,27.00544,463.3,179.4,141.6,39.6,360.6,117.4,84.7,17.4,219.5,111.7,70.2,27,208.9,170,132.7,63.4,366.1,204.7,172,86.6,-0.17,0.654324183,0.122342722
CFAC8,2800_28_2,3285_28,3285,28,T90,F,A,2800,28,AC_F,9.302,7741990.97,0.09,19.2896,442.2,160.5,126.1,36.9,323.5,111.4,79.6,16.3,207.3,109.8,72.2,19.6,201.6,147.9,115.5,55.1,318.5,191.4,161,89.8,0.079,0.396461911,0.072591537
CFAD11,400_28,447_28,447,28,T0,F,A,T0,T0,AD_F,10.54933333,2022497.472,0.336,104.86528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.890483184,0.138639564
CFAD12,400_28_2,447_28,447,28,T90,F,A,400,28,AD_F,5.764,5618783.252,0.275,69.2672,232.4,NA,NA,NA,NA,104.7,63.2,14.7,182.6,102.5,66.3,19.3,188.1,71.7,44.4,14.1,130.2,118.9,85.3,28.2,-0.056,0.6363184,0.152609972
CFAD2,280_28_2,288_28,288,28,T90,F,A,280,28,AD_F,8.646,4812398.797,0.173,43.31392,307.3,147.4,115.8,17.8,281,101.6,65.6,17.9,185.1,97.1,63.4,16.4,176.9,118,78.9,18,214.9,159.1,116.2,32,-0.399,0.623476143,0.115535049
CFAD5,700_31_2,701_31,701,31,T90,F,A,700,31,AD_F,9.903,2283506.126,0.072,151.86176,212.2,129,95.1,7.1,231.2,117.2,85.4,24.1,226.7,174.2,134.1,43.9,352.2,206.5,184,94.5,485,102.9,83.6,25.7,0.274,0.000735213,0.078126434
CFAD6,700_28_2,673_28,673,28,T90,F,A,700,28,AD_F,8.446,5529499.98,0.109,22.27072,425.7,161.9,126.5,22.3,310.7,89,56.9,16.4,162.3,113.1,74.7,32.9,220.7,154.4,118.7,45.9,319,192.2,168.5,65,-0.774,0.755506713,0.075443369
CFAD8,2800_28_2,3285_28,3285,28,T90,F,A,2800,28,AD_F,9.366,7286756.593,0.258,19.81568,328.5,148,113.3,16.7,278,72.1,45.7,9.1,126.9,94.4,65.7,20,180.1,136.1,101.4,37.8,275.3,155.5,129.6,43.4,-0.713,1.003130945,0.129487411
CFAD9,400_28_3,447_28,447,28,T90,F,A,400,28,AD_F,6.6,10738649.56,0.164,53.13408,410.1,NA,NA,NA,NA,111.3,71.1,11.3,193.7,116.1,79.9,15.8,211.8,126.5,99.6,29.3,255.4,181.1,159,70,0.056,0.857520147,0.211555442
CFAE10,280_31_3,311_31,311,31,T90,F,A,280,31,AE_F,8.362,4195785.798,0.07,157.824,125.3,126.5,90.4,17.8,234.7,178.4,149,71.8,399.2,153,135.2,46.9,335.1,107.9,95.9,27.1,230.9,60.3,49.2,15.8,0.118,0.369658697,0.175859548
CFAE15,280_28_3,288_28,288,28,T90,F,A,280,28,AE_F,8.097,9521613.833,0.093,51.7312,175,138.8,100.3,28.8,267.9,207.7,178.6,113.1,499.4,142,118.4,47.3,307.7,121.2,102.2,24.9,248.3,80.3,68.7,26,0.09,0.531737887,0.200566398
CFAE8,2800_28_3,3285_28,3285,28,T90,F,A,2800,28,AE_F,11.355,6044856.74,0.033,9.55712,455.2,163.2,124.4,38.7,326.3,182.6,155.7,85.6,423.9,216.1,195.3,129.9,541.3,162.1,148.4,78,388.5,183.7,168.7,102.8,-0.745,0.285103663,0.092137439
CFAE9,400_28,447_28,447,28,T0,F,A,T0,T0,AE_F,14.14233333,551394.1594,0.292,48.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.346412069,0.094775094
CFAF11,400_28,447_28,447,28,T0,F,A,T0,T0,AF_F,6.160666667,1702846.012,0.365,11.942016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.680024557,0.116381014
CFAF2,280_28_3,288_28,288,28,T90,F,A,280,28,AF_F,10.805,12236934.66,0.102,104.3392,259.3,91.7,61.8,9.8,163.3,109,81.7,36.5,227.2,117.5,82.1,35.5,235.1,104.7,81.8,21.3,207.8,124.8,104.8,29.7,0.111,0.571410397,0.205845264
